address,zip,city,sqft,bed,bath,price,url,latitude,longitude
"15668 Calico Dr, Victorville, CA 92395",92395,Victorville,"1,250",3,2,"$165,000 ",https://www.zillow.com/homedetails/15668-Calico-Dr-Victorville-CA-92395/17633931_zpid/,33.771456,-117.998435
"920 S Roanne St, Anaheim, CA 92804",92804,Anaheim,"2,000",4,2,"$920,000 ",https://www.zillow.com/homedetails/920-S-Roanne-St-Anaheim-CA-92804/25220722_zpid/,33.667063,-117.809538
"4419 Romero Dr, Tarzana, CA 91356",91356,Tarzana,"2,495",4,3,"$1,995,000 ",https://www.zillow.com/homedetails/4419-Romero-Dr-Tarzana-CA-91356/19948578_zpid/,33.81905,-117.9691
"13446 Solitude Cir, Victorville, CA 92392",92392,Victorville,"1,673",3,2,"$400,000 ",https://www.zillow.com/homedetails/13446-Solitude-Cir-Victorville-CA-92392/17637852_zpid/,34.244577,-116.830804
"975 E Agape Ave, San Jacinto, CA 92583",92583,San Jacinto,"2,144",4,3,"$599,000 ",https://www.zillow.com/homedetails/975-E-Agape-Ave-San-Jacinto-CA-92583/69267712_zpid/,34.238302,-116.833486
"31357 Corte Sonora, Temecula, CA 92592",92592,Temecula,"2,622",4,3,"$799,000 ",https://www.zillow.com/homedetails/31357-Corte-Sonora-Temecula-CA-92592/18186673_zpid/,34.477133,-117.369807
"322 E Palmyra Ave, Orange, CA 92866",92866,Orange,"1,290",3,2,"$1,350,000 ",https://www.zillow.com/homedetails/322-E-Palmyra-Ave-Orange-CA-92866/25435973_zpid/,33.763563,-116.944256
"2630 Peaceful Way, Lancaster, CA 93535",93535,Lancaster,"1,825",4,3,"$500,000 ",https://www.zillow.com/homedetails/2630-Peaceful-Way-Lancaster-CA-93535/20303929_zpid/,33.509045,-117.11105
"1140 Loma Sola Ave, Upland, CA 91786",91786,Upland,"2,131",4,3,"$850,000 ",https://www.zillow.com/homedetails/1140-Loma-Sola-Ave-Upland-CA-91786/2068831006_zpid/,33.783957,-117.850369
"13466 Solitude Cir, Victorville, CA 92392",92392,Victorville,"1,650",3,2,"$400,000 ",https://www.zillow.com/homedetails/13466-Solitude-Cir-Victorville-CA-92392/17637851_zpid/,34.206085,-117.11221
"1326 W 90th Pl, Los Angeles, CA 90044",90044,Los Angeles,"3,108",6,5,"$870,000 ",https://www.zillow.com/homedetails/1326-W-90th-Pl-Los-Angeles-CA-90044/20956211_zpid/,34.104288,-117.663942
"16604 East Trl, Victorville, CA 92394",92394,Victorville,"1,190",2,2,"$200,000 ",https://www.zillow.com/homedetails/16604-East-Trl-Victorville-CA-92394/17478512_zpid/,34.477133,-117.369517
"29405 123rd St E, Pearblossom, CA 93553",93553,Pearblossom,"1,488",2,1,"$459,000 ",https://www.zillow.com/homedetails/29405-123rd-St-E-Pearblossom-CA-93553/65241717_zpid/,34.94316,-118.17188
